bytes,percentage,filenames,linenumbers
2080023440,94.54,glinpred.jl,108
60000240,2.73,gglmfit.jl,49
20000080,0.91,gglmfit.jl,288
20000080,0.91,gglmfit.jl,54
20000080,0.91,gglmfit.jl,53
21712,0.0,glinpred.jl,105
160,0.0,gglmfit.jl,504
96,0.0,gglmfit.jl,483
32,0.0,glinpred.jl,107
0,0.0,glinpred.jl,165
0,0.0,glinpred.jl,164
0,0.0,glinpred.jl,163
0,0.0,glinpred.jl,162
0,0.0,glinpred.jl,161
0,0.0,glinpred.jl,160
0,0.0,glinpred.jl,156
0,0.0,glinpred.jl,155
0,0.0,glinpred.jl,154
0,0.0,glinpred.jl,153
0,0.0,glinpred.jl,152
0,0.0,glinpred.jl,32
0,0.0,glinpred.jl,30
0,0.0,glinpred.jl,29
0,0.0,glinpred.jl,28
0,0.0,glinpred.jl,27
0,0.0,glinpred.jl,26
0,0.0,gglmtools.jl,407
0,0.0,gglmtools.jl,405
0,0.0,gglmtools.jl,404
0,0.0,gglmtools.jl,403
0,0.0,gglmtools.jl,402
0,0.0,gglmtools.jl,256
0,0.0,gglmtools.jl,254
0,0.0,gglmtools.jl,252
0,0.0,gglmtools.jl,251
0,0.0,gglmtools.jl,250
0,0.0,gglmtools.jl,249
0,0.0,gglmtools.jl,248
0,0.0,gglmfit.jl,638
0,0.0,gglmfit.jl,636
0,0.0,gglmfit.jl,635
0,0.0,gglmfit.jl,630
0,0.0,gglmfit.jl,627
0,0.0,gglmfit.jl,626
0,0.0,gglmfit.jl,623
0,0.0,gglmfit.jl,622
0,0.0,gglmfit.jl,619
0,0.0,gglmfit.jl,614
0,0.0,gglmfit.jl,613
0,0.0,gglmfit.jl,609
0,0.0,gglmfit.jl,608
0,0.0,gglmfit.jl,606
0,0.0,gglmfit.jl,605
0,0.0,gglmfit.jl,604
0,0.0,gglmfit.jl,484
0,0.0,gglmfit.jl,482
0,0.0,gglmfit.jl,479
0,0.0,gglmfit.jl,478
0,0.0,gglmfit.jl,342
0,0.0,gglmfit.jl,341
0,0.0,gglmfit.jl,340
0,0.0,gglmfit.jl,338
0,0.0,gglmfit.jl,337
0,0.0,gglmfit.jl,333
0,0.0,gglmfit.jl,332
0,0.0,gglmfit.jl,329
0,0.0,gglmfit.jl,326
0,0.0,gglmfit.jl,324
0,0.0,gglmfit.jl,323
0,0.0,gglmfit.jl,321
0,0.0,gglmfit.jl,320
0,0.0,gglmfit.jl,319
0,0.0,gglmfit.jl,312
0,0.0,gglmfit.jl,310
0,0.0,gglmfit.jl,309
0,0.0,gglmfit.jl,308
0,0.0,gglmfit.jl,307
0,0.0,gglmfit.jl,301
0,0.0,gglmfit.jl,299
0,0.0,gglmfit.jl,291
0,0.0,gglmfit.jl,290
0,0.0,gglmfit.jl,289
0,0.0,gglmfit.jl,282
0,0.0,gglmfit.jl,281
0,0.0,gglmfit.jl,278
0,0.0,gglmfit.jl,277
0,0.0,gglmfit.jl,274
0,0.0,gglmfit.jl,186
0,0.0,gglmfit.jl,185
0,0.0,gglmfit.jl,179
0,0.0,gglmfit.jl,178
0,0.0,gglmfit.jl,177
0,0.0,gglmfit.jl,176
0,0.0,gglmfit.jl,174
0,0.0,gglmfit.jl,98
0,0.0,gglmfit.jl,96
0,0.0,gglmfit.jl,95
0,0.0,gglmfit.jl,94
0,0.0,gglmfit.jl,93
0,0.0,gglmfit.jl,92
0,0.0,gglmfit.jl,58
0,0.0,gglmfit.jl,57
0,0.0,gglmfit.jl,56
0,0.0,gglmfit.jl,55
0,0.0,gglmfit.jl,46
0,0.0,gglmfit.jl,45
0,0.0,gglmfit.jl,43
0,0.0,gglmfit.jl,42
0,0.0,gglmfit.jl,38
0,0.0,gglmfit.jl,37
0,0.0,gglmfit.jl,34
0,0.0,gglmfit.jl,31
0,0.0,gglmfit.jl,30
0,0.0,gglmfit.jl,29
0,0.0,gglmfit.jl,28
0,0.0,gglmfit.jl,27
